slot,block_hash,block_reward,gas_used,validator_pubkey,operator_name,pool_name,buidler_pubkey,builder_name,relay_name,relay_url
5538848,0x48d3a0a13df76f68ab397e6a44a13ba23c39a478d9857268cad1d8a08db603ae,0.031714169696920853,8467431,0xb9c4fa5b968e30c949a3b6f91ee562e7f5dbeb5900354517be983c2322201c2b31b4e43dcb35f092798e498d71a1d7e5,,,0xa1daf0ab37a9a204bc5925717f78a795fa2812f8fba8bda10b1b27c554bd7dedd46775106facd72be748eea336f514e9,Øgethgo1.19.1linux,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538849,0x1a58115ab4836e66c4e13b6c8974219a04f7e6377a58b6b6b25674ba895a1131,0.059722989512968561,15692150,0xa32652ece0e590dbe2339775d32055586465684afef2ca38775fd9f05ecc6b85119be5f341a4c9a3056bd7c11a4e309f,,,0xb8fceec09779ff758918a849bfe8ab43cea79f6a98320af0af5b030f6a7850fcc5883cb965d02efb10eed1ffa987e899,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538850,0x24fc645ce408b28554cc97fd2a1aa59057364be9ae9107bba1fec8ce25c02fe2,0.066884870020135970,13053969,0xa96f3d6fd1cc69a610d761b09234b3b6e96bfb6c9d5f2e6ae659de8c433b7178bc0611a98465548e987ca376bb665c7b,,,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538851,0x8c85193c01da9df53e41ef97590bd57be37424b6967989ddee97fbf132f88edd,0.074340926622167532,12246401,0x974977d4767e0cfd3348ad95f08dd2bb472eeeab2fac493cc7dd879b366e314f49f17f6806060222e33bd8b3a1a14369,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538852,0x06df5eff693d4f3dc121be2c5fc127722f9fd03c828f79a57f32b9b24ba4d11a,0.070691216843092536,15623600,0xb12abace39a5a2bed137fd2a171e41dc0e7e649539951c3ce22942f9d1577f64065731c13f1bd70070c7f133ea19a74a,,,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538853,0x4740cfab42b5222d6bb42729ab6c15a63ba721fee6e9e3aa8654464c859f6e64,0.059991724426922595,14863190,0x97ad389383a8b4883a67ce7ddd0cf3a51399f6c9cd37e5d24d85f84185abbe0cdfcf35d03073a134da4b81cf8fca6bba,,Kraken,0x83d3495a2951065cf19c4d282afca0a635a39f6504bd76282ed0138fe28680ec60fa3fd149e6d27a94a7d90e7b1fb640,Unknown,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538854,0xa310098da453a8b9b592e688da3d304a048719ee65dd666539fcf15636c01dff,0.042857905421501351,15850262,0xb4c6e7627b1aa2b26079cc686edc982e831756d5069167aa40c2bcb7a7aa933a5cb5fc9c055b0df0e2c79f8af18bcf02,,StakeHound,0x8622f72475387bddd5d53525c9f371fdb06423bc219496e56f5381d9bc306b29673d363984c0bfb05186ab11dde3fbcf,Unknown,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538855,0xc56300da8c3f7cb56631c5eed7fb89cea8643af5a0f2d043f92048d16c6c1374,0.048349368221559831,9281778,0x85c8a37b5e0a9f7a8862dc59605e61636745ff6b3f1209e2cd643ceff2ed6ab1276011a30d53ec32bceca5728456dca3,,Coinbase,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538856,0x49be0304b77db94f8a430649d0a2e8faaecb087d26875b5004ea8afdf8deeb62,0.064994857398523921,24238104,0xb974e063ccfafb21f0a5fbc87e675347b79d3f3008c23d68ec3ca8600805f7a30183e4fa58c61ceafe86be5bf3d8df32,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538858,0x241bc6269268050208c7cfd3b24cce5c0937f7cb21d6a3dd28f5bd85beb02441,0.106583215027837747,25827925,0xa7dbc0678b5238b121a83ac3ce1734322e63b43c0ff6b686f8d9672d4995d0f4646921eb1fc1f543b514a1a504baa403,,Kraken,0xa971c4ee4ac5d47e0fb9e16be05981bfe51458f14c06b7a020304099c23d2d9952d4254cc50f291c385d15e7cae0cf9d,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538860,0x21f42aa8b0f3cd5a0ecf96e84a6a18f700819744aedd098a62378cd457af21b1,0.171026230152280475,29932282,0x954407af2f9b14e8ecedd912a7d449c4fb3905d4d944c6877653a12e83a17fbe3862760dc4792b286e667cd16a8d4076,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538861,0xdce6b06ad83ee55ce40bd1cbd44362a2d8f15963b970d080908b00f5b37a1632,0.056178704189229579,18066576,0x8e2b57aa8c3a23234cbd81353407d1036f52d47185ad5c0f3f5ffc9775746c8ff159325f9dd3e3a49f6af88200869bc2,Staking Facilities,Lido,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538862,0xe5bb184bde5afa1fa6deedeecd07dd0a00f75419987c4bb95587cef2ab4dd349,0.089474617818807579,13177676,0xb40e0d1ba23c5da588704ff347ea95cc15eedca9d1e8d64917f8ff2416a1857fe864bd8ef5d7399691492d2339193425,,Kraken,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538863,0x43eee0656737911018635fce4f9f4c20ed9ae602efbe6969b6b56221c689b2fb,0.081443451950950695,14387103,0xaf2999a1b5d191de716cda36cc2982ad3dee9ac303f55454f74b982fdc34480e34993cdd48533e91a2c3e2732b4333f1,,Binance,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538864,0xf8ae02920cdf6974fbabae1af82600ebc1a0bc7e5f30fb72dfce487e331f51c9,0.104234862463515526,20599730,0xaaebd02c89672454fad9a8b8ab781bea44712eba03b8e5229d5a4944a70f7f538f04694bf3c6298c56648dd10831d9d3,,Coinbase,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538865,0x43cb018dafa0df9d9e255cede9e0d7d99bb27962a51a2e14615338d340c273ed,0.039899631857674858,11897785,0x877311c44ccea88cbae73f875e75f3a05d147579bccb20c3a9141eb02901a912daf7db4c0b7e26b1c66c82843169548e,,,0xa1dead01e65f0a0eee7b5170223f20c8f0cbf122eac3324d61afbdb33a8885ff8cab2ef514ac2c7698ae0d6289ef27fc,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538866,0x32398bcdbaec4f16c4a8dcf6f0f60acbf14a76e23cfb721290cf4c31b8050673,0.111656601095813832,18317584,0xa858989b7a49f1760144b6655ef77619ab8623841e2659e31dc971fa0b3b9aad6edc693987c523f88ad18cec89c16477,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Agnostic Boost Relay,https://0xa7ab7a996c8584251c8f925da3170bdfd6ebc75d50f5ddc4050a6fdc77f2a3b5fce2cc750d0865e05d7228af97d69561@agnostic-relay.net
5538867,0x7747365ed6760e511d3c9f2e39860c0059bb62168192e2fb197d3822e8983777,0.072004450821457133,14458055,0xb90d373936bafac57f3ee468960a7d5ef9d584d0f94f9e15832b960c334ff7b2b6de95441db43c0fbb2413ebdf58686a,,,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538868,0x35974089169d92d1ba67567b397ab69043d33c1862dca4eb865af0bdc6eee5e1,0.026928690755655169,11419302,0xb64d9c2b7b396e65d97f572ccee0d6be65e158da22e06f0c19350dee1541644176a547f5549440f84975ae4d864f46ed,,Binance,0x91afe2631915f3fbd83f1d75e13ae8597b593441344bb55bf542b9bac31f662d1c820cafe4cde17291f115bb68a9945a,Unknown,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538869,0x8ed7c9dc05f50dedef2907673d95506bc008c6ff4f5aacec0f3803bd36a6c929,0.086335711557902380,15602490,0xb311943836714ac4254fdf4b7dc70f0f9e424e5e6b7f08bdd3146a78826a38b604146753b6f602fb7dd0f089f2801a2c,,Binance,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538870,0x2598aa477acdf4764dc1ae944e73f564c076a828dbd291645c5c8c6d03a6e5f4,0.223122468937734986,14318351,0x8a4cb6d7e9da273b71911e9c3ee29bdb0dabae5a14cbe8c766f399f3547fac7591e2310f8871ea0d7f698866925ef10c,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538871,0x64a555d5a14278b85d01b2e0490b82366459135ac4348809e30a0c67b7c63c8a,0.148527320777549024,15852529,0xa137ae3c6f2bc8af675b3f619d39dbdc4a6d0ed4adfebf02849e0c31e328b46bd3711d669361678515f07d75bd1fd97b,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Ultra Sound Relay,https://0xa1559ace749633b997cb3fdacffb890aeebdb0f5a3b6aaa7eeeaf1a38af0a8fe88b9e4b1f61f236d2e64d95733327a62@relay.ultrasound.money
5538872,0xcd3e8a588962e395152604c56e61585c767f1e1f4b4e22be5cfe322d76de76da,0.192357320693635127,18242439,0xb1702b889743379de1bb77cdb8122d6cd580f8d927fce5d5d1f6f0a9c3d617dc66d5fe9b36b84710723a4e15887857dd,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538873,0x90de56ba9000f737ae44c6d7a4528505c73dcb9b7b569e98fb9f50d3ce457ba7,0.068141292870453951,12779201,0x93386f53907e9d7c774c6529a807f56aaeccf3da0d3699a371c88e59796632f6ce627cee2a23d6bc9a33d9dd5f6c94db,,Bitstamp,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538874,0x601e3242aa498e63a072f6a9c07a6d3e29cf04b34a29d570b42da764b58cff0d,0.049156665432284158,18393496,0xad327bd7cc9ae2d6fe4ebb6ad04bd3f3bc0042142f80709ad489ecfbef74c03022fe60dc7aa3535da7d26d0e3b9b1c61,,,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Agnostic Boost Relay,https://0xa7ab7a996c8584251c8f925da3170bdfd6ebc75d50f5ddc4050a6fdc77f2a3b5fce2cc750d0865e05d7228af97d69561@agnostic-relay.net
5538875,0x7d8a91b1c6a390ef19cf70952ad640a5cfe313102781b4783f441831061b4802,0.090773638666357102,17895700,0x82c6d9f9f823d6e0e0e4d914ddd8fd7fcc17db7e449532e10eba84106489c03600498c01b39b1e1acfd166359e1d84b6,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538876,0x2af37ed82aae66c8d2da227344ca4e7236a918a6306bdad209e1d1cae5f5b43f,0.068617555368558927,11885873,0x8f5e5cc9d2971efe6b7c589d22e4fc195f0ade3b9e061ecb92db72864481d680144624969dcc3a7e565c921020597604,,Binance,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Regulated,https://0xb0b07cd0abef743db4260b0ed50619cf6ad4d82064cb4fbec9d3ec530f7c5e6793d9f286c4e082c0244ffb9f2658fe88@bloxroute.regulated.blxrbdn.com
5538877,0xb0ca935d7e5ace86f2214d8d752958e637517cf9b315346d862584977164f2f8,0.045209253251218728,18719245,0xa59d9a7458601fdb4809a29b2c4b28b924c78dc2433040191020574bf435f04f6258de480515af6eeda80d713784595d,,Kraken,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538878,0x44741b54b786fad4d88b7b740599fe2ec85c0e808d067efb2f67f45530d76a97,0.069737236168272278,15835608,0xb50e7143df082fdcf94997d998d00574ee498f46d393bb624a68bde790803d57e7820bf8b0f756694722e6aaf6ff1138,,Coinbase,0xa1dead01e65f0a0eee7b5170223f20c8f0cbf122eac3324d61afbdb33a8885ff8cab2ef514ac2c7698ae0d6289ef27fc,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538879,0xd96acc4a9ee80353324b3e0d521bfe79974fbec4c9405226c35dbdd2f52fc719,0.314596478900044878,14601219,0xac25e51eabf3ba8be3ac1d4fbaa297ce6f1afee7fdc0854b193ffb86cf4e113a9f8208efe29c9e0ad38e81ec7b04ff47,P2P.ORG - P2P Validator,Lido,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538880,0x32d312a971d0649cf874745e6210153fded14373f6b05ab9029ae8879410a44e,0.026043306259450170,10538265,0xb082097dd18a9007ffba8a06f096448813965b59e327ae4f1447923c1528e01bdd9d6be10a40d0fb573d8e6fd3955dca,,,0x8eb772d96a747ba63af7acdf92dc775a859f76a77e4c6ed124dca6360e74e4e798a75a925eb8fd0dde866317fff18ad0,https://eth-builder.com,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538881,0xb5583a98617e81be680d2b97a0feba925de29011b294b8231bdbc5f38b7ca27b,0.027940489505072864,11951796,0xb3b2ca30f5261311c54d6942059370a6576ba1df56b7a0718701a7713e3b025acff802ef038e76e074bffcc84a9337b3,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538882,0xb1e9ca66b2c0f7981c9b24ef1c52ae3655288b6da7092574888f8d4a30f739dd,0.024469006500868858,12939601,0xab79b8994865b6fcc8276c1eb72b47dc2a82030fc0330d107e8468e7afa028a38cbdc5d32909b00684303f9edb8ca501,,,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538884,0x1f74ada0a1eb7f14afe4f6f9656348200a9acaeffa35dea9f80f98c78a2794a6,0.087021531873379218,29963492,0x95834c457b4f6d6e67a44f981fb1e22b74af7492efe86022549efe88401bdf683df787eb452034b780f1ce7bd107c76c,Stakefish,,0x976e63c505050e25b70b39238990c78ddf0948685eb8c5687d17ba5089541f37dd3c45999f2db449eac298b1d4856013,bloxroute,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538885,0xc401b465c8632abe60307e2510bc5bf52d8d9b149b1f84734cfe40f1c963121e,0.070615301284438528,18004485,0xa7ef573ac75aac5935546c22492f155206fc55ed7bd276f1d89c84cfae3529ff9eb3c5878e2e32a2a9ff49496cdf6bbf,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538887,0xa60740e20a076f57a449630d655ab3fb44de4601f658cdc6819147382ff03f8b,0.045178896561224828,16030791,0x8b2403a41b66ba7fe272d6893568bfe3b1a6cad11e57dff74e7ba18fdae2396085bece7cb1c77f1473850ceb9be616e2,,,0x976e63c505050e25b70b39238990c78ddf0948685eb8c5687d17ba5089541f37dd3c45999f2db449eac298b1d4856013,bloxroute,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538888,0x04cccc8db9b737542a0cdc7154777fbf618081f4cdf1f57a8072a68fc805342b,0.200637480545737643,20929395,0x82997f4016c2f5603ccc331a0b4140fa360aad674f723a30d38e4b151ee7d6fab5e3de354a90d50c117d0ab5d063e9a3,,,0xa1dead01e65f0a0eee7b5170223f20c8f0cbf122eac3324d61afbdb33a8885ff8cab2ef514ac2c7698ae0d6289ef27fc,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538889,0xa7b740ff6b7da7f9a62332d39947f172581cb62d50fdc2f4669938cbe028a7f8,0.099822950104874400,15037837,0xb2ab3985636529f8c0eb85d9d90e72a17e2ec33bec1deb56a63fac9840065fecd0d5e30d4199545822a61eb0db3d0f83,,,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Agnostic Boost Relay,https://0xa7ab7a996c8584251c8f925da3170bdfd6ebc75d50f5ddc4050a6fdc77f2a3b5fce2cc750d0865e05d7228af97d69561@agnostic-relay.net
5538890,0x7260cb8b71fd44c6f1261937a117d5547d0b40ef44b25ce96c55587852de159e,0.179081920207413660,10318759,0x97871a42e858be576b1b3b1a4ab917239fac15f832426a2f2d2bd1cf6e8af9e8539d7f26e4bdb37d9a019bc29a914402,,Binance,0x8eb772d96a747ba63af7acdf92dc775a859f76a77e4c6ed124dca6360e74e4e798a75a925eb8fd0dde866317fff18ad0,https://eth-builder.com,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538891,0x392c5374f7245c087d2699f4d9847b372fd27759eead8f06725c611233e5d7c7,0.052699583054933634,15935719,0x893fc146cc6456f28d10785eb6f947d965e68c7af77c90f56e9503cc3a76e3494cdbf9adc5b397f4a204cb9d6b9535fb,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538892,0xef5db2839e6bca6b157cc56b7c57e37c270f9cb4e693f5475d059be20eecbe82,0.043310621374711362,12704050,0x9187a338d6fe78063476a4a029e905b7526e9659b590936f3136ac1579074de0ebf5d6016380e0bfe2a95b2449f0220e,,,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538894,0x7baa6e0ba4f4efd5c1777e38efe1de4604b880b7245999b07acc206e2b1d1a23,0.086870618119768595,22907019,0xa96441d5b6c22a117b1e117a6a461e8154dd753e855128ac3fb204d1817f723040da4d64a5635548adf87bb01e4b446f,,,0x94aa4ee318f39b56547a253700917982f4b737a49fc3f99ce08fa715e488e673d88a60f7d2cf9145a05127f17dcb7c67,bloxroute,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538895,0x958342901d779f14e039acf046dac48a9f0bf341e47675e5baec40dad1212370,0.087903780348774663,10467628,0x82a9ceccbf246b5ac594de517645a60dff0cb19bc9f050498329b844f3c89b782e6e05cdac827e87d7651ff349c2e220,,Binance,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538896,0xf5d900a0190e2902ee4548749c10a5b9d359ad4f9ca161b1bbd4e6ab285f3049,0.037691188453930632,17405140,0xa52cbda3f3d054b58b005b9464ad92102493e6c989b4b5067c6aef453b1c2bd393041e3f08d9475d8c09760101c3a4b1,,Kraken,0x8dde59a0d40b9a77b901fc40bee1116acf643b2b60656ace951a5073fe317f57a086acf1eac7502ea32edcca1a900521,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538897,0x310e1775a957f8e2897c822e9721aef2a055ba7d880e5a4be1bd8ae905993e72,0.038584747751188992,15397647,0x8ef5ba968b88a1282fdd496bfe190654cdd4dcb7a707f832845d9eb21bc596f5463cabcd440a5253e00cbc9e7571e1da,,Coinbase,0xb194b2b8ec91a71c18f8483825234679299d146495a08db3bf3fb955e1d85a5fca77e88de93a74f4e32320fc922d3027,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538898,0x575bb05566e44a02d6271abffce3f5137f1ae1e0fd84dea12eef8c7bec6b563c,0.119723396757632564,14682612,0xa6c3ced6aee44df9ecf85e667e386ed612934e07a99372d764929d02d205acc25b65c7e28ce8aab6c4626b3c99e7588f,Blockscape,Lido,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
